373|2045|264|200|2355|Y|6||2017-12-04 18:00:00|||N|
374|2033|2|39|2355|Y|1||2017-12-04 18:00:00||373|N|
375|2045|264|201|2358|Y|6||2017-11-24 08:31:00|||N|
376|2033|2|33|2358|Y|1||2017-11-24 08:31:00||375|N|
377|2043|435|118|2353|Y|7||2017-12-28 11:08:00|||N|
378|2043|435|117|2450|Y|7||2018-01-11 11:08:00|||N|
379|2045|264|203|2399|Y|6||2017-11-13 02:38:00|||N|
380|2033|2|5|2399|Y|1||2017-11-13 02:38:00||379|N|
381|2045|264|204|2443|Y|6||2017-11-13 04:28:00|||N|
382|2033|2|19|2443|Y|1||2017-11-13 04:28:00||381|N|
383|2045|264|207|2361|Y|6||2017-12-04 18:00:00|||N|
384|2033|2|71|2361|Y|1||2017-12-04 18:00:00||383|N|
386|2043|435|121|2443|Y|7||2017-11-24 11:13:00|||N|
387|2045|264|208|2431|Y|6||2017-11-13 08:33:00|||N|
388|2033|2|11|2431|Y|1||2017-11-13 08:33:00||387|N|
389|2045|264|209|2342|Y|6||2017-11-13 10:02:00|||N|
390|2045|264|210|2397|Y|6||2017-11-13 12:11:00|||N|
391|2045|264|211|2396|Y|6||2017-11-15 11:31:00|||N|
392|2045|264|212|2342|Y|6||2017-11-24 08:31:00|||N|
393|2033|2|57|2342|Y|1||2017-11-24 08:31:00||392|N|
394|2043|435|105|2451|Y|2||2017-11-22 09:28:00|||N|
395|2043|435|125|2406|Y|7||2017-11-23 11:12:00|||N|
396|2045|264|213|2415|Y|6||2017-11-14 09:26:00|||N|
397|2033|2|77|2415|Y|1||2017-11-14 09:26:00||396|N|
398|2045|264|214|2414|Y|6||2017-11-14 09:27:00|||N|
399|2033|2|77|2414|Y|1||2017-11-14 09:27:00||398|N|
400|2043|435|126|2360|Y|7||2017-12-28 11:08:00|||N|
401|2043|435|128|2405|Y|7||2017-11-30 11:11:00|||N|
402|2045|264|215|2416|Y|6||2017-11-14 11:58:00|||N|
403|2033|2|77|2416|Y|1||2017-11-14 11:58:00||402|N|
404|2043|435|129|2443|Y|7||2017-11-24 11:13:00|||N|
405|2043|435|130|2402|Y|7||2017-11-30 11:11:00|||N|
406|2043|435|131|2402|Y|7||2017-11-30 11:11:00|||N|
407|2043|435|109|2402|Y|7||2017-12-07 11:10:00|||N|
